MARKETEVALUATIONPOINT_EAN;CONDUCTINGEQUIPMENT_NAME;MARKETPARTICIPANT_NAME;MARKETROLE_NAME;STREETADDRESS_POSTALCODE;STREETDETAIL_NAME;STREETDETAIL_NUMBER;TOWNDETAIL_NAME;TOWNDETAIL_SECTION;TOWNDETAIL_STATEORPROVINCE;COORDINATESYSTEM_NAME;POSITIONPOINT_YPOSITION;POSITIONPOINT_XPOSITION
871685920004668093;9017538-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1861MH;NESDIJK;49 ELP;BERGEN (NH);BERGEN NH;NOORD-HOLLAND;EPSG:4326;52,66001;4,70552
871685920004773469;3014645-EL-T01;VATTENFALL C&S - MRA;NVT;1921BE;JULIANAWEG;51 ELP;CASTRICUM;AKERSLOOT;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920003219326;3014525-EL-T01;PITPOINT.EV B.V.;NVT;1509WC;KONINGSDIEP;69 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,46817;4,83111
871687110005118590;9023051-EL-T01;VATTENFALL C&S - MRA;NVT;3894ER;DWARSDUIN;1 ELP;ZEEWOLDE;ZEEWOLDE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920004667201;3011767-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1771AD;TERPSTRAAT;14 ELP;HOLLANDS KROON;WIERINGERWERF;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920003951196;3018675-EL-T01;TCSNL;NVT;1788NC;DOORZWIN;3318 ELP;DEN HELDER;JULIANADORP;NOORD-HOLLAND;EPSG:4326;52,88937;4,7456
871685920004683362;3000595-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1443JA;ANNE FRANKLAAN;44 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004740362;3021558-EL-T01;VATTENFALL C&S - MRA;NVT;1442NJ;SUZE GROENEWEGSTRAAT;58 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920003117912;3017827-EL-T01;TCSNL;NVT;2133GJ;GROTE BELT;302 ELP;HAARLEMMERMEER;HOOFDDORP;NOORD-HOLLAND;EPSG:4326;52,31159;4,66498
871685920004740652;9017845-EL-T01;VATTENFALL C&S - MRA;NVT;1431MG;SALOMON DIERKENSLAAN;17 ELP;AALSMEER;AALSMEER;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004646541;3027090-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1911LP;BENNINGSKAMPLAAN;42 ELP;UITGEEST;UITGEEST;NOORD-HOLLAND;EPSG:4326;52,51533;4,70546
871685920003260731;3026634-EL-T01;TCSNL;NVT;2061JS;BREDERODELAAN;114 ELP;BLOEMENDAAL;BLOEMENDAAL;NOORD-HOLLAND;EPSG:4326;52,40798;4,61352
871685920004645995;3014111-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1422EC;ACHTERBERGLAAN;84 ELP;UITHOORN;UITHOORN;NOORD-HOLLAND;EPSG:4326;52,24468;4,83017
871685920004645995;3014112-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1422EC;ACHTERBERGLAAN;84 ELP;UITHOORN;UITHOORN;NOORD-HOLLAND;EPSG:4326;52,24468;4,83017
871685920003284256;3014443-EL-T01;TCSNL;NVT;2071EW;BROEKBERGENLAAN;48 ELP;VELSEN;SANTPOORT-NOORD;NOORD-HOLLAND;EPSG:4326;52,43207;4,64515
871685920003284256;3024631-EL-T01;TCSNL;NVT;2071EW;BROEKBERGENLAAN;48 ELP;VELSEN;SANTPOORT-NOORD;NOORD-HOLLAND;EPSG:4326;52,43207;4,64515
871685920004852706;3007635-EL-T01;VATTENFALL C&S - MRA;NVT;1962EA;MENDELSSOHNSTRAAT;29 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003316738;9006016-EL-T01;TCSNL;NVT;1223ME;ROGIER VAN OTTERLOOSTR;17 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,22441;5,20357
871685920003209068;3007945-EL-T01;VREDEVELD;NVT;1831CD;SCHOOLSTRAAT;30 ELP;ALKMAAR;KOEDIJK;NOORD-HOLLAND;EPSG:4326;52,67436;4,75241
871685920004650128;3027745-EL-T01;VATTENFALL C&S - MRA;NVT;1483TE;MORGENSTRAAT;20 ELP;ALKMAAR;DE RIJP;NOORD-HOLLAND;EPSG:4326;52,55432;4,84022
871685920004653600;3014773-EL-T01;VATTENFALL C&S - MRA;NVT;1648HV;DORSVLEGEL;53 ELP;KOGGENLAND;DE GOORN;NOORD-HOLLAND;EPSG:4326;52,62538;4,95291
871687110004973725;7003163-EL-T01;VATTENFALL C&S - MRA;NVT;1323GB;RAVELPLANTSOEN;128 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36413;5,1967
871687110003295996;7003275-EL-T01;TCSNL;NVT;1314PV;KLAVERWEG;70 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38299;5,20636
871685920002881333;3014527-EL-T01;TCSNL;NVT;1509JT;ZWARTEMEER;1 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,4679;4,8386
871685920004173290;3022677-EL-T01;TCSNL;NVT;1052TJ;VAN HOUWENINGENSTRAAT;6 1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37465;4,87181
871685920004744780;3018393-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1701GH;MIDDENWEG;206 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003280336;9024898-EL-T01;TCSNL;NVT;1211JT;FLORALAAN;2 H ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,22136;5,16492
871687110003280336;3018923-EL-T01;TCSNL;NVT;1211JT;FLORALAAN;2 H ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,22136;5,16492
871685920004840512;3015383-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1814HJ;MACLAINE PONTSTRAAT;11 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004796895;3021532-EL-T01;VATTENFALL C&S - MRA;NVT;1561DC;DURGHORSTPLANTSOEN;25 ELP;ZAANSTAD;KROMMENIE;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004649757;3021273-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1273GN;HINDE;1 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004746739;3010543-EL-T01;VATTENFALL C&S - MRA;NVT;1215HL;OUDE LOOSDRECHTSEWEG;150 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004746739;3022653-EL-T01;VATTENFALL C&S - MRA;NVT;1215HL;OUDE LOOSDRECHTSEWEG;150 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004833644;3025125-EL-T01;VATTENFALL C&S - MRA;NVT;1509HN;SELZERBEEK;1 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003476395;7003143-EL-T01;TCSNL;NVT;1324SH;HOORNSTRAAT;5 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36684;5,20916
871685920004758473;3007278-EL-T01;VATTENFALL C&S - MRA;NVT;1186KS;TIBER;20 B ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004852744;3010054-EL-T01;VATTENFALL C&S - MRA;NVT;1852LN;STATIONSWEG;92 011 ELP;HEILOO;HEILOO;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110005051231;0103681-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1333LC;BOUWMEESTERWEG;14 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871687110004947580;7003497-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1321VV;VONDELSTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,361;5,17727
871685920004797014;9025538-EL-T01;VATTENFALL C&S - MRA;NVT;1906XZ;THALIA;40 ELP;CASTRICUM;LIMMEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004650081;3007269-EL-T01;VATTENFALL C&S - MRA;NVT;1186ZJ;VALREEP;97 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27828;4,86509
871685920004829654;3021706-EL-T01;VATTENFALL C&S - MRA;NVT;1705DP;GAARD;9 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004884363;3025383-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1244RJ;FRANS FENNISHOF;22 ELP;WIJDEMEREN;ANKEVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004884363;3012169-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1244RJ;FRANS FENNISHOF;22 ELP;WIJDEMEREN;ANKEVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004091754;3014653-EL-T01;TCSNL;NVT;1462GK;DE LIJNBAAN;7 ELP;PURMEREND;MIDDENBEEMSTER;NOORD-HOLLAND;EPSG:4326;52,54966;4,91872
871685920004720128;9015701-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1703BC;GRANAAT;14 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004653570;3007463-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1398XH;CONSTANTIJN HUYGENSLAAN;50 ELP;GOOISE MEREN;MUIDEN;NOORD-HOLLAND;EPSG:4326;52,33428;5,06777
871687110005045643;9002183-EL-T01;VATTENFALL C&S - MRA;NVT;1363DN;ZWEDENSTRAAT;33 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871687110003520159;3007306-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003520159;3000210-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003520159;3025340-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003520159;3003768-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003520159;3021208-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003520159;3017746-EL-T01;TCSNL;NVT;1402AR;NIEUWSTRAAT;23 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27248;5,16553
871687110003420176;7003361-EL-T01;TCSNL;NVT;1325ER;CINEMADREEF;208 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,37312;5,2313
871687110005051361;9021305-EL-T01;VATTENFALL C&S - MRA;NVT;1326BJ;GLEDITSIASTRAAT;76 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871687110005051361;7003337-EL-T01;VATTENFALL C&S - MRA;NVT;1326BJ;GLEDITSIASTRAAT;76 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871687110005051361;7003345-EL-T01;VATTENFALL C&S - MRA;NVT;1326BJ;GLEDITSIASTRAAT;76 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920002906876;3007638-EL-T01;TCSNL;NVT;1911DW;BOLLENHOF;1 ELP;UITGEEST;UITGEEST;NOORD-HOLLAND;EPSG:4326;52,52629;4,71052
871685920004825236;3021565-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1445MC;STREMSELSTRAAT;36 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003457011;3003768-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003457011;3007306-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003457011;3000210-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003457011;3017746-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003457011;3021208-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003457011;3025340-EL-T01;TCSNL;NVT;1402NR;SINGEL;89 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27178;5,17108
871687110003570246;3021076-EL-T01;TCSNL;NVT;1221KD;PROFESSOR KOCHSTRAAT;7 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,22498;5,18374
871685920004690353;3021824-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1607CR;NOORDER SLUISSTRAAT;31 E ELP;DRECHTERLAND;HEM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110004980938;7003396-EL-T01;VATTENFALL C&S - MRA;NVT;1326LW;SALSASTRAAT;209 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,36472;5,25198
871685920002881258;3000487-EL-T01;TCSNL;NVT;1507WX;S. HARTSTRAAT;28 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;52,44853;4,79836
871685920004880433;3025053-EL-T01;VATTENFALL C&S - MRA;NVT;1944RE;EENHOORNLAAN;8 ELP;BEVERWIJK;BEVERWIJK;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003643520;3014288-EL-T02;TCSNL;NVT;1402CZ;BREMSTRAAT;2 ELP;GOOISE MEREN;BUSSUM;NOORD-HOLLAND;EPSG:4326;52,27159;5,18211
871687110003529312;3026140-EL-T02;TCSNL;NVT;1215EB;DE GENESTETLAAN;32 ELP;HILVERSUM;HILVERSUM;NOORD-HOLLAND;EPSG:4326;52,21873;5,15998
871685920004840338;9023282-EL-T01;VATTENFALL C&S - MRA;NVT;1706EA;HUISZWALUWSTRAAT;37 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004840482;3004997-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1827MB;BELLE VAN ZUYLENPLEIN;20 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004731377;3003778-EL-T01;VATTENFALL C&S - MRA;NVT;1411TS;VAARTWEG;86 ELP;GOOISE MEREN;NAARDEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004705224;3017849-EL-T01;VATTENFALL C&S - MRA;NVT;1183BZ;ANNE FRANKSTRAAT;30 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004803289;3014524-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1503TL;BARKSTRAAT;59 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004124902;3017185-EL-T01;TCSNL;NVT;1967CZ;VUURSTEEN;54 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;52,49349;4,68514
871687110004926769;7003511-EL-T01;VATTENFALL C&S - MRA;NVT;1321PP;PIERRE KEMPSTRAAT;76 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35522;5,17815
871685920004803296;3000496-EL-T01;VATTENFALL C&S - MRA;NVT;1506KP;GERARD DOUSTRAAT;21 ELP;ZAANSTAD;ZAANDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004679556;9003499-EL-T01;VATTENFALL C&S - MRA;NVT;1271AA;IJSSELMEERSTRAAT;3 A ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003194428;3017755-EL-T02;TCSNL;NVT;1411AT;ENERGIESTRAAT;18 A ELP;GOOISE MEREN;NAARDEN;NOORD-HOLLAND;EPSG:4326;52,30181;5,14997
871687110003194428;3017755-EL-T01;TCSNL;NVT;1411AT;ENERGIESTRAAT;18 A ELP;GOOISE MEREN;NAARDEN;NOORD-HOLLAND;EPSG:4326;52,30181;5,14997
871687110004941861;9023549-EL-T01;UBITRICITY – GESELLSCHAF;NVT;8303AH;ZUIDERKROON;10 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,70166;5,7381
871687110004941861;9009800-EL-T01;UBITRICITY – GESELLSCHAF;NVT;8303AH;ZUIDERKROON;10 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,70166;5,7381
871685920003466980;3016204-EL-T01;TCSNL;NVT;2014XZ;ADRIAAN DE JONGESTRAAT;22 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,3741;4,61854
871685920003466980;3005731-EL-T01;TCSNL;NVT;2014XZ;ADRIAAN DE JONGESTRAAT;22 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,3741;4,61854
871685920003466980;3005731-EL-T01;TCSNL;NVT;2014XZ;ADRIAAN DE JONGESTRAAT;22 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,3741;4,61854
871687110005134927;9019088-EL-T01;VATTENFALL C&S - MRA;NVT;1361BP;STERDUINSTRAAT;44 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920002848916;3002100-EL-T01;TCSNL;NVT;2032WC;ZOMERKADE;163 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,37665;4,65134
871685920002848916;3002100-EL-T01;TCSNL;NVT;2032WC;ZOMERKADE;163 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,37665;4,65134
871685920003808735;3011053-EL-T01;TCSNL;NVT;1965BD;DUITSLANDLAAN;51 ELP;HEEMSKERK;HEEMSKERK;NOORD-HOLLAND;EPSG:4326;52,50025;4,67299
871687110003526748;3017804-EL-T01;TCSNL;NVT;1261DR;DE NOORD;1 3 ELP;BLARICUM;BLARICUM;NOORD-HOLLAND;EPSG:4326;52,28682;5,26451
871687110004078840;0106914-EL-T01;TCSNL;NVT;1363LS;OLIVIER VAN NOORTSTRAAT;4 R ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,3547;5,13718
871685920004880174;3018166-EL-T01;VATTENFALL C&S - MRA;NVT;1851GE;DE KARREMEL;12 ELP;HEILOO;HEILOO;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004609430;3017242-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1187EE;KORIANDERLAAN;1 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;52,27418;4,83566
871685920004842936;9016537-EL-T01;VATTENFALL C&S - MRA;NVT;1441ZM;DE WHERELANDEN;118 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004841052;3017111-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1841JH;NOORDERVAART;232 ELP;ALKMAAR;STOMPETOREN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110004875487;7003186-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1316GG;WAALSTRAAT;48 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,38464;5,22104
871685920004731544;9024727-EL-T01;VATTENFALL C&S - MRA;NVT;1271GA;IJSSELMEERSTRAAT;76 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004731544;3017067-EL-T01;VATTENFALL C&S - MRA;NVT;1271GA;IJSSELMEERSTRAAT;76 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004719658;9025608-EL-T01;VATTENFALL C&S - MRA;NVT;1132NG;DE HORS;14 ELP;EDAM-VOLENDAM;VOLENDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110005106351;7003378-EL-T01;VALÉ CATERING;NVT;1325PW;BUNUELLAAN;123 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920004654966;0101946-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1625HW;DE HUESMOLEN;209 ELP;HOORN;HOORN NH;NOORD-HOLLAND;EPSG:4326;52,65675;5,05498
871685920004701899;3007580-EL-T01;VATTENFALL C&S - MRA;NVT;1544VV;BUTTERKAMP;1 ELP;ZAANSTAD;ZAANDIJK;NOORD-HOLLAND;EPSG:4326;52,47105;4,79818
871685920004690230;3012401-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1271XW;PRINSES IRENESTRAAT;42 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;52,30469;5,23235
871685920003615173;9015770-EL-T01;ALLEGO B.V.;NVT;1183HM;STRAAT VAN MESSINA;17 ELP;AMSTELVEEN;AMSTELVEEN;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920003310733;9025796-EL-T01;TCSNL;NVT;1741EX;KERKEPAD;19 ELP;SCHAGEN;SCHAGEN;NOORD-HOLLAND;EPSG:4326;52,78661;4,80153
871687110003428257;7011366-EL-T01;TCSNL;NVT;1336MC;WISKESTRAAT;1 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,39823;5,32029
871685920003306415;3014748-EL-T01;TCSNL;NVT;1703GR;BRILJANT;60 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;52,66416;4,82047
871685920004752952;0107243-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1702CM;ERIS;41 ELP;DIJK EN WAARD;HEERHUGOWAARD;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004100883;3009888-EL-T01;TCSNL;NVT;1064VR;IMMANUEL KANTHOF;1 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,37523;4,81744
871685920002878807;0103675-EL-T01;TCSNL;NVT;1815GV;NASSAUPLEIN;31 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;52,63233;4,73786
871685920004851655;3021564-EL-T01;VATTENFALL C&S - MRA;NVT;1445KT;KARNSTRAAT;11 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003434319;7003522-EL-T01;TCSNL;NVT;1339PA;TASMANIESTRAAT;83 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,39583;5,30663
871687110005051422;7003004-EL-T01;VATTENFALL C&S - MRA;NVT;1357AH;WITTEWERF;74 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920004704302;3000616-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1135LM;TJASKERMOLEN;20 ELP;EDAM-VOLENDAM;EDAM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110005066358;7009013-EL-T01;VATTENFALL C&S - MRA;NVT;1336CC;FRANS PIETSTRAAT;82 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871687110003546630;7002618-EL-T01;TCSNL;NVT;8244BE;RINGDIJK;136 ELP;LELYSTAD;LELYSTAD;FLEVOLAND;EPSG:4326;52,50021;5,41881
871685920004697031;3010804-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1273RH;WESTKADE;209 ELP;HUIZEN;HUIZEN;NOORD-HOLLAND;EPSG:4326;52,2993;5,26741
871687110003419095;7003271-EL-T01;TCSNL;NVT;1311LA;CONTRABASWEG;185 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,37243;5,17934
871685920003297461;3022629-EL-T01;TCSNL;NVT;1441DH;ACHTERDIJK;6 ELP;PURMEREND;PURMEREND;NOORD-HOLLAND;EPSG:4326;52,50976;4,94887
871685920004649979;3028015-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1827RE;FIDELIOSTRAAT;61 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;52,67059;4,77609
871687110003476609;7003381-EL-T01;TCSNL;NVT;1325VD;JIM HENSONSTRAAT;48 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;52,35835;5,24398
871685920004840215;3027230-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1261PT;LOOT;1 ELP;BLARICUM;BLARICUM;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110005107150;7003413-EL-T01;VATTENFALL C&S - MRA;NVT;1335BS;APRILSTRAAT;86 ELP;ALMERE;ALMERE;FLEVOLAND;EPSG:4326;\\N;\\N
871685920004839905;3006811-EL-T01;VATTENFALL C&S - MRA;NVT;1834TL;PEULSTEEN;1 ELP;DIJK EN WAARD;SINT PANCRAS;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004740638;3014249-EL-T01;VATTENFALL C&S - MRA;NVT;1191CG;STRANDVLIETLAAN;5 ELP;OUDER-AMSTEL;OUDERKERK AAN DE AMSTEL;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871687110003972125;0110305-EL-T01;TCSNL;NVT;1244RB;SCHIMMELPENNINCKHOF;16 ELP;WIJDEMEREN;ANKEVEEN;NOORD-HOLLAND;EPSG:4326;52,24963;5,11681
871687110005067072;9011588-EL-T01;VATTENFALL C&S - MRA;NVT;8321PE;VROUWENZAND;8 ELP;URK;URK;FLEVOLAND;EPSG:4326;\\N;\\N
871685920003441840;9023155-EL-T01;TCSNL;NVT;2011VE;ALEXANDERSTRAAT;10 ELP;HAARLEM;HAARLEM;NOORD-HOLLAND;EPSG:4326;52,37842;4,62722
871687110004980013;9012524-EL-T01;UBITRICITY – GESELLSCHAF;NVT;8303KL;OOSTEROM;10 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,71378;5,72666
871687110004980013;9009847-EL-T01;UBITRICITY – GESELLSCHAF;NVT;8303KL;OOSTEROM;10 ELP;NOORDOOSTPOLDER;EMMELOORD;FLEVOLAND;EPSG:4326;52,71378;5,72666
871685920004609478;3018470-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1613CH;SCHOUWWAGEN;20 ELP;STEDE BROEC;GROOTEBROEK;NOORD-HOLLAND;EPSG:4326;52,68658;5,22669
871685920004658582;3026181-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1462NR;GERVENVELD;1 ELP;PURMEREND;MIDDENBEEMSTER;NOORD-HOLLAND;EPSG:4326;\\N;\\N
871685920004752686;3008490-EL-T01;UBITRICITY – GESELLSCHAF;NVT;1826JA;ARENDSWEG;21 ELP;ALKMAAR;ALKMAAR;NOORD-HOLLAND;EPSG:4326;\\N;\\N
